"subjID"	"a1"	"beta1"	"a2"	"beta2"	"pi"	"w"	"lambda"
34	0.820610499131879	4.85865277664546	0.338113876596982	5.36373969187441	1.05390318921606	0.237187153754928	0.98414068276075
41	0.917176558205466	2.21704264199734	0.272809705068374	1.84925669036901	0.491613921822397	0.299638233168432	0.984236413843877
43	0.519808239902238	3.2095361705185	0.408860852219581	3.74124876262388	1.52531798963969	0.244831157904149	0.984129892952831
48	0.0880952332229107	8.14553847863395	0.105025537688184	4.10549596444194	1.37817876926804	0.479954954102419	0.983593779086736
55	0.370600393988402	2.77213347748214	0.206865803990848	1.87338691711045	1.05809962897926	0.401227334075687	0.983991906765642
54	0.448738074955521	2.79532849108926	0.0418459305149594	4.63783366606664	0.70910493548386	0.451073554553876	0.983854994348268
56	0.140021323079507	2.49467597816657	0.0274815819268544	3.3575438142913	0.320846384325393	0.41061281215136	0.983973871333988
428	0.648785354456423	6.32127462999465	0.635325558316385	2.47683148455454	1.74028962761979	0.578986985493821	0.984318497882768
66	0.407542894781376	4.7251513008055	0.82258335556703	3.2462356687599	2.29197412057573	0.609313860865825	0.983970059352079
80	0.0736671596145843	2.52874262067106	0.0705744447142269	7.82742431097713	1.02899735483784	0.318720262685547	0.983790851378426
92	0.576579102806838	3.42283492532417	0.567978690309973	5.16307581322287	2.6819069381459	0.286891268856321	0.984175843495287
112	0.0592834151026311	4.634009709197	0.0391667248052754	3.23175323847834	1.07417777518778	0.267058945402591	0.983989036400526
114	0.593003290707067	3.75215873290054	0.140457846560608	5.086086810818	2.24067698114863	0.292998687675901	0.984307868367861
117	0.482419447072965	6.32318471557036	0.299069053394298	3.87623522432963	1.74599168870173	0.253765142590827	0.984050426736791
119	0.917666998599129	5.39585724557066	0.58112353500346	2.88333094441524	0.898992189073338	0.424993199612798	0.984422262321705
125	0.120035307601527	2.68951705955791	0.0654594560970009	2.39667686738361	0.105125908272402	0.375314789238835	0.983942888382909
127	0.795787347104273	3.67972133196465	0.349594877853869	1.91088413787651	0.245179323489496	0.274790474105726	0.98413636461503
238	0.710657472402568	1.96394327089503	0.0317933450312879	2.89704724555195	0.0272469388032723	0.449671398095373	0.983742128294064
247	0.300268353917981	3.52872878903298	0.154037481752589	4.71037227685052	2.06693142857054	0.481707500319414	0.983791012282536
253	0.237485002184701	3.14359427709439	0.0279844747634871	4.65369597149506	1.23260392586485	0.346015539313406	0.983994801977383
259	0.91620382098928	2.51396021565023	0.135589528027841	2.44606929164783	0.175671147268533	0.301187795111161	0.983586396949613
262	0.0596710249967894	3.2654437692383	0.0849311317882991	3.69905031638331	2.35933766261143	0.393579599364931	0.983944622513209
