"ExpName"	"Trial"	"Stay"	"PrReward"	"PrTransition"	"RT1"	"RT2"	"level1_choice"	"level2_choice"	"reward"	"transition"	"Time"	"subjID"
"InstructionMarkovVideoG"	17	1	1	-1	0.6848	0.8501	2	4	0	1	1	443
"InstructionMarkovVideoG"	18	1	-1	1	0.9609	0.8265	2	3	0	1	1	443
"InstructionMarkovVideoG"	19	1	-1	1	0.7288	0.6282	2	2	1	0	1	443
"InstructionMarkovVideoG"	20	0	1	-1	1.7352	0.7291	1	1	1	1	1	443
"InstructionMarkovVideoG"	21	1	1	1	0.3926	0.7473	1	2	0	1	1	443
"InstructionMarkovVideoG"	22	1	-1	1	0.7558	0.4856	1	2	0	1	1	443
"InstructionMarkovVideoG"	23	1	-1	1	0.3891	0.5784	1	3	1	0	1	443
"InstructionMarkovVideoG"	24	0	1	-1	0.4028	0.4194	2	1	1	0	1	443
"InstructionMarkovVideoG"	25	0	1	-1	0.4566	0.5058	1	2	0	1	1	443
"InstructionMarkovVideoG"	26	0	-1	1	0.319	0.3979	2	3	0	1	1	443
"InstructionMarkovVideoG"	27	1	-1	1	0.4671	0.5834	2	4	0	1	1	443
"InstructionMarkovVideoG"	28	0	-1	1	0.4699	0.4844	1	4	1	0	1	443
"InstructionMarkovVideoG"	29	0	1	-1	1.8425	0.6777	2	2	0	0	1	443
"InstructionMarkovVideoG"	30	1	-1	-1	0.3662	0.378	2	3	0	1	1	443
"InstructionMarkovVideoG"	31	1	-1	1	0.3852	0.8838	2	2	1	0	1	443
"InstructionMarkovVideoG"	32	1	1	-1	0.5593	0.4462	2	3	0	1	1	443
"InstructionMarkovVideoG"	33	0	-1	1	0.4198	0.5777	1	2	0	1	1	443
"InstructionMarkovVideoG"	34	0	-1	1	0.3705	0.4515	2	3	0	1	1	443
"InstructionMarkovVideoG"	35	0	-1	1	0.5387	0.5932	1	2	1	1	1	443
"InstructionMarkovVideoG"	36	0	1	1	0.9061	0.9115	2	1	0	0	1	443
"InstructionMarkovVideoG"	37	1	-1	-1	1.1363	0.3318	2	4	1	1	1	443
"InstructionMarkovVideoG"	38	0	1	1	0.7849	0.6776	1	4	1	0	1	443
"InstructionMarkovVideoG"	39	0	1	-1	0.7032	0.4433	2	3	0	1	1	443
"InstructionMarkovVideoG"	40	0	-1	1	0.6246	0.5092	1	4	1	0	1	443
"InstructionMarkovVideoG"	41	1	1	-1	0.5607	0.3829	1	1	1	1	1	443
"InstructionMarkovVideoG"	42	1	1	1	0.3284	0.0457	1	1	1	1	1	443
"InstructionMarkovVideoG"	43	1	1	1	0.4245	0.3537	1	4	0	0	1	443
"InstructionMarkovVideoG"	44	1	-1	-1	0.3133	0.1959	1	1	0	1	1	443
"InstructionMarkovVideoG"	45	0	-1	1	0.4307	0.5786	2	4	0	1	1	443
"InstructionMarkovVideoG"	46	0	-1	1	0.6462	0.4357	1	1	0	1	1	443
"InstructionMarkovVideoG"	47	1	-1	1	0.4261	0.4842	1	2	0	1	1	443
"InstructionMarkovVideoG"	48	0	-1	1	0.4871	0.3891	2	1	1	0	1	443
"InstructionMarkovVideoG"	49	0	1	-1	0.572	0.4696	1	2	0	1	1	443
"InstructionMarkovVideoG"	50	1	-1	1	0.252	0.3612	1	1	0	1	1	443
"InstructionMarkovVideoG"	51	0	-1	1	0.5416	0.6673	2	2	1	0	1	443
"InstructionMarkovVideoG"	52	1	1	-1	0.5772	0.5291	2	2	1	0	1	443
"InstructionMarkovVideoG"	53	1	1	-1	0.3841	0.5061	2	3	1	1	1	443
"InstructionMarkovVideoG"	54	1	1	1	0.4029	0.7011	2	3	0	1	1	443
"InstructionMarkovVideoG"	55	1	-1	1	0.3208	0.5253	2	1	1	0	1	443
"InstructionMarkovVideoG"	56	1	1	-1	0.3856	0.827	2	4	0	1	1	443
"InstructionMarkovVideoG"	57	1	-1	1	0.4008	0.52	2	3	1	1	1	443
"InstructionMarkovVideoG"	58	0	1	1	0.2732	0.752	1	3	0	0	1	443
"InstructionMarkovVideoG"	59	1	-1	-1	0.2588	0.3672	1	4	0	0	1	443
"InstructionMarkovVideoG"	60	1	-1	-1	0.5037	0.3114	1	1	1	1	1	443
"InstructionMarkovVideoG"	61	1	1	1	0.3217	0.5497	1	4	0	0	1	443
"InstructionMarkovVideoG"	62	1	-1	-1	0.3206	0.4054	1	3	1	0	1	443
"InstructionMarkovVideoG"	63	0	1	-1	0.3896	0.5435	2	3	1	1	1	443
"InstructionMarkovVideoG"	64	1	1	1	0.4022	0.4952	2	3	1	1	1	443
"InstructionMarkovVideoG"	65	1	1	1	0.3016	0.4293	2	3	0	1	1	443
"InstructionMarkovVideoG"	66	1	-1	1	0.32	0.3619	2	3	1	1	1	443
"InstructionMarkovVideoG"	67	1	1	1	0.3035	0.666	2	2	1	0	1	443
"InstructionMarkovVideoG"	68	0	1	-1	0.2753	0.5804	1	4	0	0	1	443
"InstructionMarkovVideoG"	69	1	-1	-1	0.3199	0.7596	1	1	1	1	1	443
"InstructionMarkovVideoG"	70	1	1	1	0.3548	0.7466	1	1	1	1	1	443
"InstructionMarkovVideoG"	71	1	1	1	0.304	1.2355	1	3	1	0	1	443
"InstructionMarkovVideoG"	72	1	1	-1	0.563	1.0944	1	4	0	0	1	443
"InstructionMarkovVideoG"	73	1	-1	-1	0.2858	0.7142	1	1	0	1	1	443
"InstructionMarkovVideoG"	74	1	-1	1	0.3183	0.6781	1	4	0	0	1	443
"InstructionMarkovVideoG"	75	1	-1	-1	0.2614	0.8084	1	1	0	1	1	443
"InstructionMarkovVideoG"	76	1	-1	1	0.2677	0.511	1	2	0	1	1	443
"InstructionMarkovVideoG"	77	0	-1	1	0.3033	0.4614	2	4	1	1	1	443
"InstructionMarkovVideoG"	78	1	1	1	0.435	0.6038	2	3	1	1	1	443
"InstructionMarkovVideoG"	79	0	1	1	0.9896	1.0813	1	4	1	0	1	443
"InstructionMarkovVideoG"	80	0	1	-1	0.4269	1.092	2	3	1	1	1	443
"InstructionMarkovVideoG"	81	0	1	1	0.2619	0.5299	1	2	1	1	1	443
"InstructionMarkovVideoG"	82	0	1	1	0.352	0.3622	2	3	0	1	1	443
"InstructionMarkovVideoG"	83	0	-1	1	0.2856	0.2789	1	1	1	1	1	443
"InstructionMarkovVideoG"	84	0	1	1	0.2768	0.577	2	4	0	1	1	443
"InstructionMarkovVideoG"	85	0	-1	1	0.2577	0.3609	1	2	1	1	1	443
"InstructionMarkovVideoG"	86	0	1	1	0.3199	0.6107	2	4	0	1	1	443
"InstructionMarkovVideoG"	87	1	-1	1	0.2989	0.3267	2	3	0	1	1	443
"InstructionMarkovVideoG"	88	1	-1	1	0.3198	0.3631	2	4	1	1	1	443
"InstructionMarkovVideoG"	89	0	1	1	0.3249	0.4993	1	2	0	1	1	443
"InstructionMarkovVideoG"	90	0	-1	1	0.2729	0.3453	2	3	0	1	1	443
"InstructionMarkovVideoG"	91	1	-1	1	0.3041	0.301	2	4	0	1	1	443
"InstructionMarkovVideoG"	92	0	-1	1	0.2356	0.317	1	3	0	0	1	443
"InstructionMarkovVideoG"	93	1	-1	-1	0.262	0.5954	1	1	0	1	1	443
"InstructionMarkovVideoG"	94	1	-1	1	0.2607	0.4146	1	2	0	1	1	443
"InstructionMarkovVideoG"	95	1	-1	1	0.4685	0.3452	1	1	1	1	1	443
"InstructionMarkovVideoG"	96	1	1	1	0.2713	0.7478	1	3	0	0	1	443
"InstructionMarkovVideoG"	97	1	-1	-1	0.3056	0.5136	1	4	0	0	1	443
"InstructionMarkovVideoG"	98	0	-1	-1	0.2799	0.3616	2	2	1	0	1	443
"InstructionMarkovVideoG"	99	1	1	-1	0.3057	0.3486	2	3	0	1	1	443
"InstructionMarkovVideoG"	100	0	-1	1	0.2672	0.2943	1	2	1	1	1	443
"InstructionMarkovVideoG"	101	0	1	1	0.3201	0.4294	2	1	1	0	1	443
"InstructionMarkovVideoG"	102	1	1	-1	0.29	0.3004	2	4	0	1	1	443
"InstructionMarkovVideoG"	103	0	-1	1	0.2934	0.3461	1	3	1	0	1	443
"InstructionMarkovVideoG"	104	0	1	-1	0.7668	0.044	2	4	1	1	1	443
"InstructionMarkovVideoG"	105	0	1	1	0.3346	0.3953	1	1	0	1	1	443
"InstructionMarkovVideoG"	106	1	-1	1	0.4034	0.3624	1	4	1	0	1	443
"InstructionMarkovVideoG"	107	1	1	-1	0.3008	0.56	1	1	1	1	1	443
"InstructionMarkovVideoG"	108	1	1	1	0.5868	0.8148	1	4	1	0	1	443
"InstructionMarkovVideoG"	109	1	1	-1	0.3512	1.7206	1	3	0	0	1	443
"InstructionMarkovVideoG"	110	1	-1	-1	0.3349	1.1471	1	2	1	1	1	443
"InstructionMarkovVideoG"	111	1	1	1	0.351	0.9475	1	1	1	1	1	443
"InstructionMarkovVideoG"	112	1	1	1	0.3167	0.9851	1	1	0	1	1	443
"InstructionMarkovVideoG"	113	1	-1	1	0.3085	0.4454	1	1	0	1	1	443
"InstructionMarkovVideoG"	114	1	-1	1	0.2474	0.3328	1	1	1	1	1	443
"InstructionMarkovVideoG"	116	1	-1	-1	0.2856	0.561	1	1	0	1	1	443
"InstructionMarkovVideoG"	117	1	-1	1	0.1945	0.9336	1	1	1	1	1	443
"InstructionMarkovVideoG"	118	1	1	1	0.2581	0.7955	1	1	0	1	1	443
"InstructionMarkovVideoG"	119	1	-1	1	0.2628	1.0115	1	3	0	0	1	443
"InstructionMarkovVideoG"	120	1	-1	-1	0.2881	1.731	1	2	1	1	1	443
"InstructionMarkovVideoG"	121	1	1	1	0.2617	0.6284	1	1	1	1	1	443
"InstructionMarkovVideoG"	122	1	1	1	0.2851	1.01	1	2	1	1	1	443
"InstructionMarkovVideoG"	123	1	1	1	0.2589	1.5697	1	4	0	0	1	443
"InstructionMarkovVideoG"	124	1	-1	-1	0.2873	1.0847	1	1	0	1	1	443
"InstructionMarkovVideoG"	125	1	-1	1	0.2195	0.7926	1	1	1	1	1	443
"InstructionMarkovVideoG"	126	1	1	1	0.2937	0.4641	1	4	0	0	1	443
"InstructionMarkovVideoG"	127	1	-1	-1	0.014	0.7441	1	1	1	1	1	443
"InstructionMarkovVideoG"	128	1	1	1	0.3018	0.6516	1	1	0	1	1	443
"InstructionMarkovVideoG"	129	1	-1	1	0.2846	0.3961	1	4	0	0	1	443
"InstructionMarkovVideoG"	130	1	-1	-1	0.242	0.328	1	3	1	0	1	443
"InstructionMarkovVideoG"	131	1	1	-1	0.3347	0.7526	1	1	0	1	1	443
"InstructionMarkovVideoG"	132	1	-1	1	0.2449	0.3621	1	4	1	0	1	443
"InstructionMarkovVideoG"	133	1	1	-1	0.3708	0.3106	1	2	1	1	1	443
"InstructionMarkovVideoG"	134	0	1	1	0.2226	0.3973	2	3	0	1	1	443
"InstructionMarkovVideoG"	135	1	-1	1	0.3073	0.3672	2	4	1	1	1	443
"InstructionMarkovVideoG"	136	1	1	1	0.3346	0.3858	2	3	0	1	1	443
"InstructionMarkovVideoG"	137	1	-1	1	0.2186	0.3449	2	2	1	0	1	443
"InstructionMarkovVideoG"	138	1	1	-1	0.2633	0.7098	2	4	1	1	1	443
"InstructionMarkovVideoG"	139	1	1	1	0.3082	0.4	2	3	0	1	1	443
"InstructionMarkovVideoG"	140	1	-1	1	0.3034	1.1779	2	1	1	0	1	443
"InstructionMarkovVideoG"	142	1	-1	1	1.1552	0.395	2	4	1	1	1	443
"InstructionMarkovVideoG"	143	1	1	1	0.3675	0.7532	2	4	0	1	1	443
"InstructionMarkovVideoG"	144	1	-1	1	0.3175	1.5604	2	1	1	0	1	443
"InstructionMarkovVideoG"	146	1	1	1	0.2696	0.4378	2	3	1	1	1	443
"InstructionMarkovVideoG"	147	1	1	1	0.3035	1.0476	2	4	0	1	1	443
"InstructionMarkovVideoG"	148	1	-1	1	0.2073	0.5281	2	4	1	1	1	443
"InstructionMarkovVideoG"	149	1	1	1	0.2263	1.3445	2	2	1	0	1	443
"InstructionMarkovVideoG"	150	1	1	-1	0.2842	1.281	2	4	0	1	1	443
"InstructionMarkovVideoG"	151	1	-1	1	0.3102	0.9327	2	4	1	1	1	443
"InstructionMarkovVideoG"	152	1	1	1	0.3024	1.2626	2	3	1	1	1	443
"InstructionMarkovVideoG"	153	1	1	1	0.2549	0.8941	2	4	1	1	1	443
"InstructionMarkovVideoG"	154	1	1	1	0.2895	0.9955	2	2	1	0	1	443
"InstructionMarkovVideoG"	155	1	1	-1	0.2859	1.2949	2	3	1	1	1	443
"InstructionMarkovVideoG"	156	1	1	1	0.2687	1.3002	2	1	0	0	1	443
"InstructionMarkovVideoG"	157	1	-1	-1	0.3298	1.5461	2	4	1	1	1	443
"InstructionMarkovVideoG"	161	1	1	-1	0.2228	0.5476	1	4	1	0	1	443
"InstructionMarkovVideoG"	162	1	1	-1	0.2839	1.3027	1	2	1	1	1	443
"InstructionMarkovVideoG"	163	1	1	1	0.3119	1.3788	1	4	0	0	1	443
"InstructionMarkovVideoG"	164	1	-1	-1	0.2601	0.355	1	2	1	1	1	443
"InstructionMarkovVideoG"	165	1	1	1	0.2368	0.3278	1	1	0	1	1	443
"InstructionMarkovVideoG"	166	1	-1	1	0.3198	0.7956	1	4	0	0	1	443
"InstructionMarkovVideoG"	167	1	-1	-1	0.5001	1.0723	1	1	1	1	1	443
"InstructionMarkovVideoG"	168	1	1	1	0.3351	0.8626	1	1	1	1	1	443
"InstructionMarkovVideoG"	169	1	1	1	0.2511	0.8877	1	2	1	1	1	443
"InstructionMarkovVideoG"	170	1	1	1	0.2863	0.7879	1	2	1	1	1	443
"InstructionMarkovVideoG"	171	1	1	1	0.2875	0.3938	1	3	0	0	1	443
"InstructionMarkovVideoG"	172	1	-1	-1	0.291	0.3179	1	3	0	0	1	443
"InstructionMarkovVideoG"	173	1	-1	-1	0.2191	0.3363	1	3	1	0	1	443
"InstructionMarkovVideoG"	174	1	1	-1	0.2381	0.3525	1	3	1	0	1	443
"InstructionMarkovVideoG"	175	1	1	-1	0.2235	0.4125	1	2	0	1	1	443
"InstructionMarkovVideoG"	176	1	-1	1	0.2351	0.4965	1	1	1	1	1	443
"InstructionMarkovVideoG"	178	1	1	1	0.2411	0.3948	1	4	0	0	1	443
"InstructionMarkovVideoG"	179	1	-1	-1	0.2357	0.2448	1	1	1	1	1	443
"InstructionMarkovVideoG"	180	1	1	1	0.3686	0.6153	1	2	0	1	1	443
"InstructionMarkovVideoG"	181	1	-1	1	0.2538	1.5318	1	3	1	0	1	443
"InstructionMarkovVideoG"	182	1	1	-1	0.2366	0.7465	1	2	0	1	1	443
"InstructionMarkovVideoG"	183	1	-1	1	0.2521	0.383	1	2	0	1	1	443
"InstructionMarkovVideoG"	184	1	-1	1	0.2346	0.5773	1	4	1	0	1	443
"InstructionMarkovVideoG"	185	1	1	-1	0.2266	0.4106	1	2	1	1	1	443
"InstructionMarkovVideoG"	186	1	1	1	0.1699	0.2614	1	2	1	1	1	443
"InstructionMarkovVideoG"	187	1	1	1	0.0277	0.3041	1	1	0	1	1	443
"InstructionMarkovVideoG"	188	1	-1	1	0.3048	0.3448	1	1	1	1	1	443
"InstructionMarkovVideoG"	189	1	1	1	0.2436	0.3526	1	1	1	1	1	443
"InstructionMarkovVideoG"	190	1	1	1	0.2427	0.7456	1	4	0	0	1	443
"InstructionMarkovVideoG"	191	1	-1	-1	0.2877	0.2487	1	3	0	0	1	443
"InstructionMarkovVideoG"	192	1	-1	-1	0.2419	0.2175	1	3	0	0	1	443
"InstructionMarkovVideoG"	193	1	-1	-1	0.1183	0.2433	1	4	0	0	1	443
"InstructionMarkovVideoG"	194	1	-1	-1	0.2446	0.2283	1	1	1	1	1	443
"InstructionMarkovVideoG"	195	1	1	1	0.3152	0.4354	1	1	1	1	1	443
"InstructionMarkovVideoG"	196	1	1	1	0.2543	0.4608	1	2	1	1	1	443
"InstructionMarkovVideoG"	197	1	1	1	0.2402	1.0885	1	4	0	0	1	443
"InstructionMarkovVideoG"	198	1	-1	-1	0.223	1.055	1	2	1	1	1	443
"InstructionMarkovVideoG"	199	1	1	1	0.2546	0.6614	1	3	1	0	1	443
"InstructionMarkovVideoG"	200	1	1	-1	0.2667	0.5796	1	4	0	0	1	443
"InstructionMarkovVideoG"	12	0	-1	1	1.6597	0.8887	1	2	0	1	1	451
"InstructionMarkovVideoG"	14	1	-1	1	1.8166	1.5168	2	2	1	0	1	451
"InstructionMarkovVideoG"	15	0	1	-1	1.7697	0.846	1	2	0	1	1	451
"InstructionMarkovVideoG"	16	0	-1	1	1.8486	1.4887	2	3	1	1	1	451
"InstructionMarkovVideoG"	20	0	1	-1	1.5107	1.202	1	3	0	0	1	451
"InstructionMarkovVideoG"	25	0	1	1	1.4095	0.8744	1	4	1	0	1	451
"InstructionMarkovVideoG"	28	1	1	1	1.2683	1.2374	1	4	1	0	1	451
"InstructionMarkovVideoG"	29	1	1	-1	1.4155	1.0723	1	1	1	1	1	451
"InstructionMarkovVideoG"	30	1	1	1	1.2208	1.4514	1	4	0	0	1	451
"InstructionMarkovVideoG"	32	1	-1	1	1.8406	1.7173	2	1	0	0	1	451
"InstructionMarkovVideoG"	33	1	-1	-1	1.4027	1.3838	2	3	0	1	1	451
"InstructionMarkovVideoG"	34	1	-1	1	1.5372	1.659	2	3	1	1	1	451
"InstructionMarkovVideoG"	36	1	1	1	1.2935	1.1978	1	2	1	1	1	451
"InstructionMarkovVideoG"	37	1	1	1	1.0354	0.8528	1	2	0	1	1	451
"InstructionMarkovVideoG"	39	1	1	-1	0.8514	0.8029	1	2	1	1	1	451
"InstructionMarkovVideoG"	40	1	1	1	1.045	0.728	1	2	0	1	1	451
"InstructionMarkovVideoG"	41	1	-1	1	1.9237	1.1263	1	2	1	1	1	451
"InstructionMarkovVideoG"	42	1	1	1	1.3375	1.2501	1	2	1	1	1	451
"InstructionMarkovVideoG"	45	1	1	-1	0.8162	0.6975	1	2	0	1	1	451
"InstructionMarkovVideoG"	46	1	-1	1	1.6548	1.3024	1	3	0	0	1	451
"InstructionMarkovVideoG"	47	1	-1	-1	0.7317	0.8411	1	2	1	1	1	451
"InstructionMarkovVideoG"	50	1	1	1	1.2253	1.0009	2	2	1	0	1	451
"InstructionMarkovVideoG"	51	1	1	-1	1.039	0.7057	2	2	1	0	1	451
"InstructionMarkovVideoG"	52	1	1	-1	0.9684	1.0911	2	3	1	1	1	451
"InstructionMarkovVideoG"	53	1	1	1	0.8476	1.1809	2	3	1	1	1	451
"InstructionMarkovVideoG"	54	1	1	1	0.6803	0.8661	2	3	1	1	1	451
"InstructionMarkovVideoG"	55	1	1	1	0.6502	0.6783	2	3	0	1	1	451
"InstructionMarkovVideoG"	56	1	-1	1	0.9335	0.6899	2	3	0	1	1	451
"InstructionMarkovVideoG"	57	1	-1	1	1.0208	1.3433	2	3	1	1	1	451
"InstructionMarkovVideoG"	58	0	1	1	1.6473	0.961	1	2	1	1	1	451
"InstructionMarkovVideoG"	59	1	1	1	0.535	1.3633	1	3	0	0	1	451
"InstructionMarkovVideoG"	60	1	-1	-1	0.6573	0.5368	1	2	0	1	1	451
"InstructionMarkovVideoG"	61	1	-1	1	0.4801	0.5492	1	2	1	1	1	451
"InstructionMarkovVideoG"	62	1	1	1	1.8656	0.5269	1	2	1	1	1	451
"InstructionMarkovVideoG"	63	1	1	1	0.7873	1.6252	1	2	1	1	1	451
"InstructionMarkovVideoG"	64	1	1	1	0.7179	1.6799	1	2	0	1	1	451
"InstructionMarkovVideoG"	65	1	-1	1	1.5567	0.6202	1	2	0	1	1	451
"InstructionMarkovVideoG"	67	1	1	1	0.9172	0.5649	2	4	0	1	1	451
"InstructionMarkovVideoG"	68	1	-1	1	1.2335	0.7983	2	4	1	1	1	451
"InstructionMarkovVideoG"	69	1	1	1	0.8609	0.7375	2	4	0	1	1	451
"InstructionMarkovVideoG"	71	1	1	-1	0.7828	0.6925	2	3	1	1	1	451
"InstructionMarkovVideoG"	72	1	1	1	0.7718	0.5514	2	3	1	1	1	451
"InstructionMarkovVideoG"	73	1	1	1	0.5162	0.443	2	3	0	1	1	451
"InstructionMarkovVideoG"	74	1	-1	1	0.6488	0.5859	2	3	0	1	1	451
"InstructionMarkovVideoG"	75	0	-1	1	1.3302	1.036	1	1	1	1	1	451
"InstructionMarkovVideoG"	77	1	1	-1	0.6204	0.7043	1	1	1	1	1	451
"InstructionMarkovVideoG"	78	1	1	1	0.6906	0.6556	1	1	0	1	1	451
"InstructionMarkovVideoG"	79	1	-1	1	0.6268	0.5264	1	1	1	1	1	451
"InstructionMarkovVideoG"	80	1	1	1	1.934	1.8914	1	3	0	0	1	451
"InstructionMarkovVideoG"	81	1	-1	-1	0.9083	0.8942	1	1	0	1	1	451
"InstructionMarkovVideoG"	82	1	-1	1	1.1363	0.5551	1	2	1	1	1	451
"InstructionMarkovVideoG"	83	1	1	1	0.843	0.73	1	2	1	1	1	451
"InstructionMarkovVideoG"	84	1	1	1	0.8901	1.0932	1	4	1	0	1	451
"InstructionMarkovVideoG"	85	1	1	-1	0.6654	0.6932	1	2	0	1	1	451
"InstructionMarkovVideoG"	86	1	-1	1	0.8919	0.9303	1	4	0	0	1	451
"InstructionMarkovVideoG"	87	1	-1	-1	0.7224	1.4128	1	4	1	0	1	451
"InstructionMarkovVideoG"	89	0	-1	1	0.7789	1.171	2	4	0	1	1	451
"InstructionMarkovVideoG"	90	1	-1	1	1.366	0.6581	2	3	1	1	1	451
"InstructionMarkovVideoG"	91	1	1	1	0.7382	0.4921	2	3	0	1	1	451
"InstructionMarkovVideoG"	92	1	-1	1	0.7438	0.4766	2	3	1	1	1	451
"InstructionMarkovVideoG"	93	1	1	1	1.0126	1.8052	2	2	1	0	1	451
"InstructionMarkovVideoG"	94	1	1	-1	0.7181	1.8256	2	2	1	0	1	451
"InstructionMarkovVideoG"	95	1	1	-1	1.9001	0.6709	2	2	0	0	1	451
"InstructionMarkovVideoG"	96	1	-1	-1	0.7689	1.4656	2	3	1	1	1	451
"InstructionMarkovVideoG"	97	1	1	1	0.5735	0.972	2	3	0	1	1	451
"InstructionMarkovVideoG"	98	1	-1	1	0.7197	1.81	2	3	1	1	1	451
"InstructionMarkovVideoG"	99	1	1	1	0.732	0.9461	2	3	0	1	1	451
"InstructionMarkovVideoG"	100	1	-1	1	0.9309	0.7821	2	2	1	0	1	451
"InstructionMarkovVideoG"	101	1	1	-1	1.4938	1.7824	2	4	1	1	1	451
"InstructionMarkovVideoG"	102	1	1	1	0.6709	1.0988	2	4	0	1	1	451
"InstructionMarkovVideoG"	103	1	-1	1	0.5969	0.6864	2	4	1	1	1	451
"InstructionMarkovVideoG"	104	0	1	1	0.544	0.9916	1	4	0	0	1	451
"InstructionMarkovVideoG"	105	1	-1	-1	0.4932	1.2753	1	4	0	0	1	451
"InstructionMarkovVideoG"	106	1	-1	-1	0.722	1.0468	1	3	0	0	1	451
"InstructionMarkovVideoG"	107	0	-1	-1	1.0389	1.2823	2	4	1	1	1	451
"InstructionMarkovVideoG"	108	1	1	1	0.5244	0.9052	2	4	1	1	1	451
"InstructionMarkovVideoG"	109	1	1	1	0.5999	1.0162	2	4	0	1	1	451
"InstructionMarkovVideoG"	110	1	-1	1	0.6005	1.1948	2	4	0	1	1	451
"InstructionMarkovVideoG"	111	1	-1	1	0.6411	1.4701	2	2	1	0	1	451
"InstructionMarkovVideoG"	112	1	1	-1	0.6617	0.8085	2	2	1	0	1	451
"InstructionMarkovVideoG"	113	1	1	-1	0.5832	1.1679	2	3	0	1	1	451
"InstructionMarkovVideoG"	114	1	-1	1	0.5098	1.1757	2	4	1	1	1	451
"InstructionMarkovVideoG"	115	1	1	1	0.9041	0.7917	2	2	1	0	1	451
"InstructionMarkovVideoG"	116	1	1	-1	0.5457	0.6813	2	4	1	1	1	451
"InstructionMarkovVideoG"	117	1	1	1	0.8403	1.23	2	4	0	1	1	451
"InstructionMarkovVideoG"	118	1	-1	1	0.6816	0.682	2	2	0	0	1	451
"InstructionMarkovVideoG"	119	1	-1	-1	0.8407	0.5742	2	2	1	0	1	451
"InstructionMarkovVideoG"	120	1	1	-1	1.0086	0.8844	2	4	0	1	1	451
"InstructionMarkovVideoG"	121	1	-1	1	1.3615	0.9817	2	4	0	1	1	451
"InstructionMarkovVideoG"	122	1	-1	1	0.7214	0.7345	2	3	0	1	1	451
"InstructionMarkovVideoG"	124	1	1	1	0.6494	0.7491	2	4	1	1	1	451
"InstructionMarkovVideoG"	125	1	1	1	0.8535	0.7126	2	4	0	1	1	451
"InstructionMarkovVideoG"	126	0	-1	1	0.3523	0.7216	1	2	0	1	1	451
"InstructionMarkovVideoG"	127	1	-1	1	0.5537	1.3984	1	4	0	0	1	451
"InstructionMarkovVideoG"	128	1	-1	-1	0.4065	1.1257	1	4	0	0	1	451
"InstructionMarkovVideoG"	129	1	-1	-1	0.9017	1.5695	1	3	0	0	1	451
"InstructionMarkovVideoG"	130	0	-1	-1	0.4764	1.8102	2	2	0	0	1	451
"InstructionMarkovVideoG"	131	1	-1	-1	1.3013	0.9147	2	4	0	1	1	451
"InstructionMarkovVideoG"	132	1	-1	1	1.2691	0.7894	2	3	1	1	1	451
"InstructionMarkovVideoG"	134	1	1	1	1.9601	1.123	2	1	0	0	1	451
"InstructionMarkovVideoG"	135	1	-1	-1	0.5361	1.2136	2	1	1	0	1	451
"InstructionMarkovVideoG"	136	1	1	-1	0.5739	0.545	2	3	0	1	1	451
"InstructionMarkovVideoG"	137	1	-1	1	0.8208	0.7379	2	3	0	1	1	451
"InstructionMarkovVideoG"	138	1	-1	1	1.7715	0.6782	2	3	0	1	1	451
"InstructionMarkovVideoG"	139	0	-1	1	1.5559	1.4136	1	3	1	0	1	451
"InstructionMarkovVideoG"	140	1	1	-1	0.7665	0.8778	1	1	0	1	1	451
"InstructionMarkovVideoG"	141	1	-1	1	0.7041	0.964	1	1	0	1	1	451
"InstructionMarkovVideoG"	142	1	-1	1	0.9838	0.979	1	3	1	0	1	451
"InstructionMarkovVideoG"	143	1	1	-1	1.5309	1.2229	1	2	1	1	1	451
"InstructionMarkovVideoG"	144	0	1	1	0.4624	0.6527	2	3	0	1	1	451
"InstructionMarkovVideoG"	145	1	-1	1	1.1193	0.8955	2	3	1	1	1	451
"InstructionMarkovVideoG"	146	1	1	1	1.824	0.6141	2	3	0	1	1	451
"InstructionMarkovVideoG"	147	1	-1	1	0.6944	0.6122	2	4	0	1	1	451
"InstructionMarkovVideoG"	149	1	1	1	0.7613	1.6677	1	3	1	0	1	451
"InstructionMarkovVideoG"	150	1	1	-1	0.8323	1.0836	1	3	1	0	1	451
"InstructionMarkovVideoG"	151	1	1	-1	0.5891	0.6382	1	2	1	1	1	451
"InstructionMarkovVideoG"	152	1	1	1	0.4845	0.6437	1	2	1	1	1	451
"InstructionMarkovVideoG"	153	1	1	1	0.3697	0.666	1	2	0	1	1	451
"InstructionMarkovVideoG"	154	1	-1	1	0.3883	0.6341	1	2	1	1	1	451
"InstructionMarkovVideoG"	155	1	1	1	0.7719	0.7741	1	4	0	0	1	451
"InstructionMarkovVideoG"	156	1	-1	-1	0.6166	0.6766	1	2	0	1	1	451
"InstructionMarkovVideoG"	157	1	-1	1	0.3869	0.8568	1	3	0	0	1	451
"InstructionMarkovVideoG"	158	1	-1	-1	0.6045	1.0945	1	2	1	1	1	451
"InstructionMarkovVideoG"	159	1	1	1	0.6264	0.7548	1	2	0	1	1	451
"InstructionMarkovVideoG"	160	0	-1	1	0.487	0.9298	2	2	0	0	1	451
"InstructionMarkovVideoG"	161	1	-1	-1	0.5024	1.0748	2	3	0	1	1	451
"InstructionMarkovVideoG"	162	1	-1	1	0.7256	1.8381	2	2	0	0	1	451
"InstructionMarkovVideoG"	163	1	-1	-1	0.4353	0.8709	2	4	1	1	1	451
