"ExpName"	"Trial"	"Stay"	"PrReward"	"PrTransition"	"RT1"	"RT2"	"Choice1"	"Choice2"	"reward"	"transition"	"Time"	"subjID"
"MarkovTaskGamblingJ2"	99	1	0	1	0.57034	0.44491	"i"	"i"	0	1	2	34
"MarkovTaskGamblingJ2"	100	1	0	1	0.32476	0.93716	"i"	"e"	1	0	2	34
"MarkovTaskGamblingJ2"	102	1	0	0	0.520125	0.43379	"e"	"e"	1	0	2	34
"MarkovTaskGamblingJ2"	103	1	1	0	0.370285	0.90392	"e"	"e"	0	0	2	34
"MarkovTaskGamblingJ2"	104	1	0	0	0.37935	0.387935	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	105	1	1	1	1.7522	0.871645	"e"	"i"	0	0	2	34
"MarkovTaskGamblingJ2"	106	1	0	0	0.217465	0.42004	"e"	"e"	1	0	2	34
"MarkovTaskGamblingJ2"	107	1	1	0	0.42557	0.821065	"e"	"i"	1	1	2	34
"MarkovTaskGamblingJ2"	108	1	1	1	0.49675	0.62945	"e"	"e"	0	0	2	34
"MarkovTaskGamblingJ2"	109	1	0	0	0.65576	0.518445	"e"	"i"	0	1	2	34
"MarkovTaskGamblingJ2"	110	1	0	1	0.553605	0.88614	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	111	1	1	1	0.334215	0.903705	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	112	1	1	1	0.335665	1.946355	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	113	1	1	1	0.31933	1.32247	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	114	1	1	1	0.362095	1.203595	"e"	"i"	0	0	2	34
"MarkovTaskGamblingJ2"	115	1	0	0	0.52018	1.455735	"e"	"e"	0	0	2	34
"MarkovTaskGamblingJ2"	116	1	0	0	0.569325	0.935065	"e"	"e"	0	1	2	34
"MarkovTaskGamblingJ2"	117	1	0	1	0.8888	1.27346	"e"	"i"	1	1	2	34
"MarkovTaskGamblingJ2"	118	1	1	1	1.596925	0.919765	"e"	"i"	1	1	2	34
"MarkovTaskGamblingJ2"	119	1	1	1	0.849305	1.02022	"e"	"i"	1	1	2	34
"MarkovTaskGamblingJ2"	120	1	1	1	0.453355	1.710565	"e"	"e"	0	0	2	34
"MarkovTaskGamblingJ2"	121	0	0	0	0.37442	1.150015	"i"	"i"	1	1	2	34
"MarkovTaskGamblingJ2"	122	1	1	1	0.584845	0.868885	"i"	"i"	1	0	2	34
"MarkovTaskGamblingJ2"	123	1	1	0	0.637345	0.95882	"i"	"e"	0	1	2	34
"MarkovTaskGamblingJ2"	124	1	0	1	0.55512	0.352925	"i"	"i"	1	0	2	34
"MarkovTaskGamblingJ2"	125	1	1	0	0.398305	0.402015	"i"	"i"	0	0	2	34
"MarkovTaskGamblingJ2"	126	1	0	0	0.342775	0.45576	"i"	"i"	1	0	2	34
"MarkovTaskGamblingJ2"	127	1	1	0	0.337025	1.10513	"i"	"i"	1	1	2	34
"MarkovTaskGamblingJ2"	128	1	1	1	0.470335	0.97193	"i"	"i"	1	1	2	34
"MarkovTaskGamblingJ2"	129	1	1	1	0.413525	0.854795	"i"	"i"	0	1	2	34
"MarkovTaskGamblingJ2"	130	0	0	1	0.301795	0.786325	"e"	"i"	1	1	2	34
"MarkovTaskGamblingJ2"	131	1	1	1	0.331395	0.73955	"e"	"i"	0	1	2	34
"MarkovTaskGamblingJ2"	132	1	0	1	0.08472	1.251095	"e"	"i"	0	0	2	34
"MarkovTaskGamblingJ2"	133	1	0	0	0.536555	1.38951	"e"	"i"	0	1	2	34
"MarkovTaskGamblingJ2"	134	1	0	1	0.48828	0.44526	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	136	1	1	1	0.50388	0.367245	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	137	1	1	1	0.33853	1.05408	"e"	"i"	0	0	2	34
"MarkovTaskGamblingJ2"	138	1	0	0	0.473325	0.901575	"e"	"e"	0	1	2	34
"MarkovTaskGamblingJ2"	139	1	0	1	0.36854	0.32776	"e"	"i"	0	0	2	34
"MarkovTaskGamblingJ2"	140	1	0	0	0.20397	0.9035	"e"	"e"	0	0	2	34
"MarkovTaskGamblingJ2"	141	1	0	0	0.46963	1.200165	"e"	"i"	1	1	2	34
"MarkovTaskGamblingJ2"	142	1	1	1	0.319685	0.94062	"e"	"e"	0	0	2	34
"MarkovTaskGamblingJ2"	143	0	0	0	0.385235	1.326945	"i"	"i"	1	1	2	34
"MarkovTaskGamblingJ2"	144	1	1	1	0.820175	1.84337	"i"	"e"	0	1	2	34
"MarkovTaskGamblingJ2"	145	1	0	1	0.40284	0.836485	"i"	"i"	1	1	2	34
"MarkovTaskGamblingJ2"	146	1	1	1	0.815505	1.623315	"i"	"i"	0	1	2	34
"MarkovTaskGamblingJ2"	147	1	0	1	0.52115	0.56691	"i"	"e"	0	1	2	34
"MarkovTaskGamblingJ2"	148	1	0	1	0.425155	0.931715	"i"	"i"	0	1	2	34
"MarkovTaskGamblingJ2"	149	1	0	1	0.305665	0.770045	"i"	"i"	1	0	2	34
"MarkovTaskGamblingJ2"	151	1	0	1	0.436395	0.378785	"i"	"i"	0	1	2	34
"MarkovTaskGamblingJ2"	152	0	0	1	0.268315	0.638025	"e"	"i"	1	1	2	34
"MarkovTaskGamblingJ2"	153	1	1	1	0.341865	0.52058	"e"	"i"	1	1	2	34
"MarkovTaskGamblingJ2"	154	1	1	1	0.29768	0.32104	"e"	"i"	0	1	2	34
"MarkovTaskGamblingJ2"	155	0	0	1	0.403665	1.37219	"i"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	156	1	1	1	0.3588	0.57985	"i"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	157	1	1	1	0.321015	0.401335	"i"	"e"	0	0	2	34
"MarkovTaskGamblingJ2"	158	0	0	0	0.23943	0.386855	"e"	"i"	0	1	2	34
"MarkovTaskGamblingJ2"	159	1	0	1	0.41895	0.402545	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	160	1	1	1	0.35413	0.669605	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	161	1	1	1	0.445275	1.402325	"e"	"e"	1	0	2	34
"MarkovTaskGamblingJ2"	162	1	1	0	0.49603	0.83641	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	163	1	1	1	0.37051	0.816085	"e"	"e"	0	0	2	34
"MarkovTaskGamblingJ2"	164	1	0	0	0.368975	0.652145	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	165	1	1	1	0.3222	0.785805	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	166	1	1	1	0.31817	0.64029	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	167	1	1	1	0.268825	0.66177	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	168	1	1	1	0.26894	0.471005	"e"	"i"	0	0	2	34
"MarkovTaskGamblingJ2"	169	1	0	0	0.36867	0.535295	"e"	"e"	0	0	2	34
"MarkovTaskGamblingJ2"	170	1	0	0	0.47024	0.56704	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	171	1	1	1	0.30099	0.64605	"e"	"e"	0	1	2	34
"MarkovTaskGamblingJ2"	172	1	0	1	0.230725	1.290025	"e"	"i"	1	0	2	34
"MarkovTaskGamblingJ2"	173	1	1	0	0.43688	0.68318	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	174	1	1	1	0.563275	0.83846	"e"	"i"	1	0	2	34
"MarkovTaskGamblingJ2"	175	1	1	0	0.352935	0.854655	"e"	"i"	0	0	2	34
"MarkovTaskGamblingJ2"	176	1	0	0	0.20128	0.836715	"e"	"e"	0	1	2	34
"MarkovTaskGamblingJ2"	177	1	0	1	0.553595	0.392005	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	178	1	1	1	0.402695	0.87031	"e"	"i"	0	0	2	34
"MarkovTaskGamblingJ2"	179	1	0	0	0.33994	0.60322	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	180	1	1	1	0.320115	0.98608	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	181	1	1	1	0.64897	1.8694	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	182	1	1	1	0.452	1.455635	"e"	"e"	1	0	2	34
"MarkovTaskGamblingJ2"	183	1	1	0	0.372785	0.81436	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	184	1	1	1	0.38597	0.803325	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	185	1	1	1	0.33423	0.83647	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	186	1	1	1	0.286515	0.437685	"e"	"e"	0	1	2	34
"MarkovTaskGamblingJ2"	187	1	0	1	0.83043	1.32259	"e"	"e"	0	0	2	34
"MarkovTaskGamblingJ2"	188	1	0	0	0.348845	0.74678	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	189	1	1	1	0.347175	1.952575	"e"	"e"	0	0	2	34
"MarkovTaskGamblingJ2"	190	1	0	0	0.26821	0.836345	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	191	1	1	1	0.36014	0.970175	"e"	"i"	0	0	2	34
"MarkovTaskGamblingJ2"	192	1	0	0	0.31203	0.512905	"e"	"e"	1	1	2	34
"MarkovTaskGamblingJ2"	193	1	1	1	0.351205	0.92025	"e"	"e"	1	0	2	34
"MarkovTaskGamblingJ2"	194	1	1	0	0.403625	1.056085	"e"	"e"	0	1	2	34
"MarkovTaskGamblingJ2"	195	1	0	1	0.386615	0.484305	"e"	"e"	0	0	2	34
"MarkovTaskGamblingJ2"	196	1	0	0	0.439795	0.47894	"e"	"e"	0	1	2	34
"MarkovTaskGamblingJ2"	197	0	0	1	0.36986	0.764	"i"	"i"	1	0	2	34
"MarkovTaskGamblingJ2"	198	1	1	0	0.400105	1.266385	"i"	"i"	1	1	2	34
"MarkovTaskGamblingJ2"	199	1	1	1	0.44046	0.66749	"i"	"i"	1	1	2	34
"MarkovTaskGamblingJ2"	200	1	1	1	0.335355	0.417955	"i"	"i"	0	1	2	34
"MarkovTaskGamblingJ2"	11	1	1	0	0.284945	0.2098	"i"	"e"	0	1	2	41
"MarkovTaskGamblingJ2"	12	1	0	1	0.201	0.75909	"i"	"i"	0	0	2	41
"MarkovTaskGamblingJ2"	13	1	0	0	0.35101	0.342625	"i"	"e"	0	0	2	41
"MarkovTaskGamblingJ2"	14	0	0	0	0.257415	0.12724	"e"	"e"	1	0	2	41
"MarkovTaskGamblingJ2"	15	1	1	0	0.112355	0.31894	"e"	"i"	0	1	2	41
"MarkovTaskGamblingJ2"	16	1	0	1	0.270735	0.317365	"e"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	17	1	1	1	0.276775	0.33583	"e"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	18	1	1	1	0.297015	0.16758	"e"	"i"	0	1	2	41
"MarkovTaskGamblingJ2"	19	1	0	1	0.21515	0.387395	"e"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	20	1	1	1	0.28026	0.45851	"e"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	21	1	1	1	0.014225	0.684005	"e"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	22	1	1	1	0.075695	0.273595	"e"	"e"	0	1	2	41
"MarkovTaskGamblingJ2"	23	1	0	1	0.05217	0.327855	"e"	"i"	0	0	2	41
"MarkovTaskGamblingJ2"	24	0	0	0	0.357275	0.349605	"i"	"e"	1	0	2	41
"MarkovTaskGamblingJ2"	25	1	1	0	0.306015	0.40342	"i"	"e"	0	0	2	41
"MarkovTaskGamblingJ2"	26	1	0	0	0.245795	0.252805	"i"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	27	1	1	1	0.245325	0.1974	"i"	"i"	1	0	2	41
"MarkovTaskGamblingJ2"	28	1	1	0	0.25479	0.238805	"i"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	29	1	1	1	0.257165	0.20898	"i"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	30	1	1	1	0.23403	0.256285	"i"	"i"	0	1	2	41
"MarkovTaskGamblingJ2"	31	0	0	1	0.371295	0.08713	"e"	"e"	0	0	2	41
"MarkovTaskGamblingJ2"	32	0	0	0	0.655435	0.45803	"i"	"i"	0	1	2	41
"MarkovTaskGamblingJ2"	33	1	0	1	0.267915	0.257525	"i"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	34	1	1	1	0.280235	0.06734	"i"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	35	1	1	1	0.2843	0.07518	"i"	"e"	0	1	2	41
"MarkovTaskGamblingJ2"	36	0	0	1	0.27322	0.195005	"e"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	37	1	1	1	0.214005	0.19442	"e"	"i"	1	0	2	41
"MarkovTaskGamblingJ2"	38	1	1	0	0.30032	0.203615	"e"	"i"	0	1	2	41
"MarkovTaskGamblingJ2"	39	0	0	1	0.30532	0.066345	"i"	"e"	0	1	2	41
"MarkovTaskGamblingJ2"	40	1	0	1	0.2595	0.000835	"i"	"e"	1	0	2	41
"MarkovTaskGamblingJ2"	41	1	1	0	0.29471	0.2066	"i"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	42	0	1	1	0.26748	0.100975	"e"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	43	0	1	1	0.276865	0.241025	"i"	"e"	0	1	2	41
"MarkovTaskGamblingJ2"	44	0	0	1	0.281655	0.16214	"e"	"i"	0	1	2	41
"MarkovTaskGamblingJ2"	45	0	0	1	0.239155	0.303615	"i"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	46	1	1	1	0.25902	0.323005	"i"	"e"	0	1	2	41
"MarkovTaskGamblingJ2"	47	1	0	1	0.22794	0.31791	"i"	"i"	0	1	2	41
"MarkovTaskGamblingJ2"	48	0	0	1	0.00709	0.127535	"e"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	49	1	1	1	0.289075	0.16234	"e"	"e"	0	1	2	41
"MarkovTaskGamblingJ2"	50	1	0	1	0.255715	0.21951	"e"	"i"	0	0	2	41
"MarkovTaskGamblingJ2"	51	1	0	0	0.25407	0.52731	"e"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	52	0	1	1	0.313425	0.72782	"i"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	53	1	1	1	0.17938	0.16747	"i"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	54	1	1	1	0.27797	0.16259	"i"	"e"	0	1	2	41
"MarkovTaskGamblingJ2"	55	1	0	1	0.26784	0.834115	"i"	"i"	0	0	2	41
"MarkovTaskGamblingJ2"	56	1	0	0	0.25417	0.07324	"i"	"e"	0	1	2	41
"MarkovTaskGamblingJ2"	57	0	0	1	0.309295	0.20156	"e"	"i"	0	0	2	41
"MarkovTaskGamblingJ2"	58	1	0	0	0.301275	0.20037	"e"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	59	1	1	1	0.278835	0.45356	"e"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	60	1	1	1	0.35529	0.695495	"e"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	61	1	1	1	0.307015	0.31638	"e"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	62	1	1	1	0.477085	0.49309	"e"	"i"	0	1	2	41
"MarkovTaskGamblingJ2"	63	1	0	1	0.00307	0.418575	"e"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	64	0	1	1	0.422115	0.351955	"i"	"e"	1	0	2	41
"MarkovTaskGamblingJ2"	65	0	1	0	0.259265	0.227635	"e"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	66	0	1	1	0.27308	0.25052	"i"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	67	1	1	1	0.337755	0.26781	"i"	"e"	1	0	2	41
"MarkovTaskGamblingJ2"	68	1	1	0	0.33473	0.23411	"i"	"e"	0	1	2	41
"MarkovTaskGamblingJ2"	69	0	0	1	0.25778	0.226735	"e"	"i"	0	1	2	41
"MarkovTaskGamblingJ2"	70	0	0	1	0.307145	0.258025	"i"	"e"	0	1	2	41
"MarkovTaskGamblingJ2"	71	1	0	1	0.268005	0.091375	"i"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	72	1	1	1	0.218595	0.157875	"i"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	73	1	1	1	0.224835	0.038675	"i"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	74	1	1	1	0.25986	0.41796	"i"	"e"	0	1	2	41
"MarkovTaskGamblingJ2"	75	0	0	1	0.32621	0.2045	"e"	"i"	1	0	2	41
"MarkovTaskGamblingJ2"	76	1	1	0	0.26934	0.169165	"e"	"i"	0	1	2	41
"MarkovTaskGamblingJ2"	77	1	0	1	0.654175	0.393205	"e"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	78	0	1	1	0.298015	0.02254	"i"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	79	1	1	1	0.255655	0.243065	"i"	"e"	1	0	2	41
"MarkovTaskGamblingJ2"	80	1	1	0	0.311555	0.2467	"i"	"e"	0	0	2	41
"MarkovTaskGamblingJ2"	81	1	0	0	0.78469	0.653105	"i"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	82	1	1	1	0.1763	0.63764	"i"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	83	1	1	1	0.273105	0.484785	"i"	"e"	0	1	2	41
"MarkovTaskGamblingJ2"	84	1	0	1	0.307115	0.19682	"i"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	85	1	1	1	0.29055	0.185065	"i"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	86	1	1	1	0.272555	0.10597	"i"	"e"	0	1	2	41
"MarkovTaskGamblingJ2"	87	1	0	1	0.26422	0.7243	"i"	"i"	0	1	2	41
"MarkovTaskGamblingJ2"	88	1	0	1	0.209545	0.16654	"i"	"e"	0	1	2	41
"MarkovTaskGamblingJ2"	89	0	0	1	0.63808	0.53283	"e"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	90	1	1	1	0.250765	0.23397	"e"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	91	1	1	1	0.3001	0.200755	"e"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	92	1	1	1	0.27738	0.15078	"e"	"i"	0	1	2	41
"MarkovTaskGamblingJ2"	93	1	0	1	0.33627	0.40375	"e"	"e"	0	1	2	41
"MarkovTaskGamblingJ2"	94	0	0	1	0.251425	0.539065	"i"	"e"	0	1	2	41
"MarkovTaskGamblingJ2"	95	1	0	1	0.26705	0.08941	"i"	"i"	0	1	2	41
"MarkovTaskGamblingJ2"	96	0	0	1	0.26834	0.43852	"e"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	97	0	1	1	0.80639	0.41721	"i"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	98	0	1	1	0.26735	0.567755	"e"	"i"	0	0	2	41
"MarkovTaskGamblingJ2"	99	1	0	0	0.068085	0.152555	"e"	"e"	1	1	2	41
"MarkovTaskGamblingJ2"	100	1	1	1	0.226025	0.41225	"e"	"i"	1	1	2	41
"MarkovTaskGamblingJ2"	101	1	1	1	0.261475	0.13066	"e"	"i"	0	0	2	41
